El-lab,El-modarag,Redmi,youssef,Farouk,Ramadan,badra22,STUDBME2,ARC3,CMP_LAB2,CMP_LAB3,STUDBME1,CMP_LAB1,CMP_LAB4,CMP-lab1,ARC1,BMEStudentLab3,STUDBME3,location
-100.0,-100.0,-70.0,-100.0,-100.0,-56.0,-79.0,-62,-100.0,-72.0,-100,-45.0,-72.0,-100,-100.0,-84.0,-100.0,-100.0,4
-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-67.0,-62.0,-100.0,-70.0,-56.0,-100.0,-57,-65.0,-71.0,-73,-100.0,-71.0,-72,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-73,-100.0,-100.0,-71,-76.0,-100.0,-100.0,-100.0,7
-67.0,-100.0,-55.0,-100.0,-53.0,-100.0,-100.0,-44,-100.0,-57.0,-54,-64.0,-100.0,-100,-58.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-58.0,-100.0,-100.0,-57.0,-100.0,-65,-100.0,-73.0,-70,-49.0,-72.0,-72,-100.0,-75.0,-100.0,-100.0,4
-100.0,-70.0,-59.0,-100.0,-100.0,-100.0,-100.0,-75,-58.0,-76.0,-77,-47.0,-100.0,-74,-100.0,-100.0,-100.0,-100.0,4
-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-68,-100.0,-100.0,-75,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-100.0,-67.0,-68.0,-100.0,-100.0,-47.0,-100.0,-60,-61.0,-100.0,-71,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-57,-100.0,-39.0,-40,-64.0,-100.0,-100,-71.0,-100.0,-100.0,-63.0,11
-65.0,-100.0,-74.0,-100.0,-100.0,-100.0,-64.0,-51,-100.0,-100.0,-67,-100.0,-100.0,-69,-100.0,-100.0,-100.0,-100.0,13
-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-69,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-69.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-43,-100.0,-55.0,-58,-100.0,-55.0,-56,-80.0,-100.0,-100.0,-88.0,10
-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-46,-100.0,-52.0,-51,-100.0,-53.0,-51,-100.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-57,-100.0,-51.0,-49,-58.0,-49.0,-50,-100.0,-100.0,-100.0,-100.0,11
-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-50,-100.0,-100.0,-100,-100.0,-69.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-54.0,-100.0,-100.0,-73.0,-100.0,-51,-100.0,-64.0,-64,-100.0,-64.0,-64,-71.0,-100.0,-100.0,-100.0,7
-51.0,-100.0,-69.0,-100.0,-100.0,-100.0,-51.0,-57,-100.0,-68.0,-70,-100.0,-100.0,-69,-100.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-50,-100.0,-49.0,-100,-60.0,-50.0,-100,-68.0,-100.0,-100.0,-85.0,11
-100.0,-62.0,-49.0,-100.0,-100.0,-55.0,-100.0,-70,-66.0,-72.0,-100,-44.0,-72.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-54,-100.0,-43.0,-42,-57.0,-43.0,-42,-71.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-100,-100.0,-58.0,-59,-55.0,-100.0,-100.0,-100.0,9
-62.0,-100.0,-72.0,-100.0,-79.0,-100.0,-66.0,-56,-100.0,-76.0,-77,-100.0,-100.0,-80,-100.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-74.0,-77,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-53.0,-100.0,-100.0,-62.0,-100.0,-68,-100.0,-100.0,-100,-100.0,-69.0,-71,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-54,-100.0,-52.0,-100,-100.0,-52.0,-100,-100.0,-100.0,-100.0,-81.0,11
-100.0,-65.0,-58.0,-100.0,-100.0,-50.0,-100.0,-69,-68.0,-75.0,-74,-100.0,-73.0,-75,-100.0,-77.0,-100.0,-100.0,4
-100.0,-75.0,-71.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-69.0,-100,-100.0,-69.0,-68,-75.0,-100.0,-100.0,-100.0,6
-100.0,-56.0,-55.0,-100.0,-100.0,-54.0,-100.0,-62,-100.0,-69.0,-100,-34.0,-73.0,-100,-100.0,-90.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-73,-100.0,-50.0,-52,-100.0,-53.0,-50,-100.0,-100.0,-100.0,-77.0,11
-100.0,-73.0,-62.0,-100.0,-100.0,-69.0,-100.0,-56,-76.0,-100.0,-100,-48.0,-100.0,-67,-72.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-46,-100.0,-42.0,-41,-100.0,-40.0,-41,-100.0,-100.0,-100.0,-100.0,11
-51.0,-100.0,-81.0,-100.0,-100.0,-100.0,-53.0,-64,-100.0,-100.0,-100,-100.0,-100.0,-100,-77.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-54,-100.0,-53.0,-55,-64.0,-54.0,-55,-75.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100,-100.0,-100.0,-82,-100.0,-100.0,-100.0,-100.0,6
-100.0,-70.0,-55.0,-100.0,-100.0,-69.0,-100.0,-54,-100.0,-100.0,-100,-100.0,-68.0,-67,-76.0,-100.0,-100.0,-100.0,7
-100.0,-68.0,-62.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100.0,-100,-100.0,-67.0,-67,-100.0,-100.0,-100.0,-100.0,7
-75.0,-100.0,-62.0,-100.0,-66.0,-100.0,-100.0,-48,-100.0,-52.0,-52,-72.0,-52.0,-53,-67.0,-100.0,-100.0,-87.0,10
-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-56,-100.0,-100.0,-75,-100.0,-100.0,-72,-100.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-43,-100.0,-61.0,-100,-100.0,-100.0,-60,-71.0,-100.0,-100.0,-100.0,9
-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-52,-100.0,-100.0,-100,-100.0,-100.0,-100,-73.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72,-100.0,-100.0,-100,-100.0,-86.0,-100,-85.0,-100.0,-100.0,-100.0,6
-74.0,-70.0,-76.0,-100.0,-100.0,-68.0,-100.0,-75,-70.0,-67.0,-67,-55.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-69.0,-100.0,-100.0,-71.0,-100.0,-60,-100.0,-67.0,-66,-53.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,7
-68.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-57.0,-57,-100.0,-55.0,-58,-100.0,-100.0,-100.0,-92.0,10
-74.0,-100.0,-77.0,-100.0,-74.0,-100.0,-100.0,-49,-100.0,-65.0,-100,-100.0,-67.0,-100,-59.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-57,-100.0,-43.0,-45,-100.0,-43.0,-43,-70.0,-100.0,-100.0,-76.0,11
-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-45,-100.0,-50.0,-48,-59.0,-49.0,-49,-70.0,-100.0,-100.0,-100.0,10
-52.0,-100.0,-76.0,-100.0,-100.0,-100.0,-48.0,-53,-100.0,-100.0,-74,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-100.0,-67.0,-58.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-69,-48.0,-68.0,-69,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-73.0,-100.0,-76.0,-100.0,-100.0,-51,-100.0,-55.0,-57,-100.0,-53.0,-57,-59.0,-100.0,-100.0,-100.0,9
-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-46,-100.0,-100.0,-66,-100.0,-66.0,-100,-67.0,-100.0,-100.0,-100.0,13
-78.0,-100.0,-72.0,-100.0,-100.0,-100.0,-73.0,-49,-100.0,-100.0,-100,-100.0,-100.0,-100,-59.0,-100.0,-100.0,-100.0,9
-100.0,-69.0,-60.0,-100.0,-100.0,-100.0,-80.0,-54,-73.0,-73.0,-73,-45.0,-71.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-64.0,-45.0,-100.0,-100.0,-100.0,-100.0,-73,-100.0,-72.0,-100,-39.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,4
-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-58,-100.0,-100.0,-100,-100.0,-73.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-53,-100.0,-100.0,-100,-100.0,-46.0,-48,-69.0,-100.0,-100.0,-100.0,11
-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-63,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-58.0,-100.0,-68.0,-100.0,-100.0,-100.0,-55.0,-52,-100.0,-100.0,-100,-100.0,-80.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-100,-100.0,-54.0,-54,-62.0,-100.0,-100.0,-100.0,9
-51.0,-100.0,-69.0,-100.0,-100.0,-100.0,-58.0,-57,-100.0,-73.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-50,-100.0,-100.0,-100,-100.0,-100.0,-72,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-55.0,-56,-100.0,-55.0,-56,-72.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-74,-100.0,-49.0,-47,-100.0,-48.0,-43,-100.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-68,-100.0,-76.0,-81,-100.0,-100.0,-74,-100.0,-100.0,-100.0,-100.0,6
-69.0,-100.0,-55.0,-100.0,-58.0,-100.0,-100.0,-79,-100.0,-52.0,-51,-100.0,-52.0,-75,-64.0,-100.0,-100.0,-89.0,10
-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-54,-100.0,-100.0,-100,-100.0,-100.0,-100,-74.0,-100.0,-100.0,-100.0,13
-100.0,-66.0,-57.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-69.0,-71,-100.0,-69.0,-70,-70.0,-100.0,-100.0,-100.0,7
-43.0,-100.0,-71.0,-100.0,-100.0,-100.0,-46.0,-61,-100.0,-71.0,-74,-100.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,12
-100.0,-69.0,-70.0,-100.0,-100.0,-49.0,-100.0,-73,-69.0,-100.0,-74,-100.0,-100.0,-74,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-52,-100.0,-49.0,-48,-100.0,-50.0,-50,-100.0,-100.0,-100.0,-76.0,11
-73.0,-100.0,-68.0,-100.0,-100.0,-100.0,-60.0,-51,-100.0,-100.0,-100,-100.0,-100.0,-69,-100.0,-100.0,-100.0,-100.0,13
-85.0,-68.0,-65.0,-100.0,-100.0,-67.0,-100.0,-50,-79.0,-63.0,-100,-45.0,-100.0,-63,-77.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-51,-100.0,-63.0,-100,-100.0,-64.0,-100,-61.0,-100.0,-100.0,-100.0,9
-72.0,-100.0,-62.0,-100.0,-57.0,-100.0,-100.0,-48,-100.0,-55.0,-55,-100.0,-59.0,-54,-100.0,-100.0,-100.0,-100.0,10
-49.0,-100.0,-75.0,-100.0,-85.0,-100.0,-56.0,-59,-100.0,-73.0,-76,-100.0,-100.0,-75,-71.0,-100.0,-100.0,-100.0,12
-100.0,-76.0,-78.0,-100.0,-100.0,-100.0,-100.0,-76,-100.0,-100.0,-100,-100.0,-84.0,-87,-100.0,-100.0,-100.0,-100.0,6
-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-48,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-57,-100.0,-53.0,-100,-100.0,-55.0,-100,-60.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-72.0,-72.0,-100.0,-73.0,-41,-100.0,-59.0,-60,-100.0,-61.0,-62,-61.0,-100.0,-100.0,-100.0,9
-66.0,-100.0,-65.0,-100.0,-100.0,-100.0,-66.0,-49,-100.0,-100.0,-68,-100.0,-100.0,-100,-72.0,-100.0,-100.0,-100.0,13
-100.0,-70.0,-61.0,-100.0,-100.0,-58.0,-100.0,-66,-100.0,-100.0,-100,-100.0,-76.0,-100,-73.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-64.0,-100.0,-56.0,-100.0,-100.0,-53,-100.0,-48.0,-49,-63.0,-48.0,-49,-68.0,-100.0,-100.0,-79.0,10
-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-55,-100.0,-100.0,-100,-100.0,-73.0,-100,-100.0,-100.0,-100.0,-100.0,13
-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.0,-50,-100.0,-100.0,-100,-100.0,-100.0,-71,-100.0,-100.0,-100.0,-100.0,12
-100.0,-68.0,-54.0,-100.0,-100.0,-62.0,-100.0,-69,-57.0,-100.0,-69,-46.0,-100.0,-68,-100.0,-100.0,-100.0,-100.0,4
-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89,-100.0,-100.0,-86,-71.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-65.0,-100.0,-56.0,-100.0,-100.0,-51,-100.0,-50.0,-49,-100.0,-47.0,-100,-67.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-83,-100.0,-100.0,-100,-67.0,-79.0,-78,-100.0,-100.0,-100.0,-100.0,6
-100.0,-68.0,-72.0,-100.0,-100.0,-46.0,-100.0,-58,-61.0,-100.0,-72,-39.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-65.0,-58.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-67,-45.0,-100.0,-73,-69.0,-100.0,-100.0,-100.0,6
-75.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-51.0,-100,-100.0,-50.0,-100,-61.0,-100.0,-100.0,-88.0,10
-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-49,-100.0,-65.0,-63,-100.0,-63.0,-65,-66.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-52,-100.0,-55.0,-56,-71.0,-77.0,-55,-74.0,-100.0,-100.0,-78.0,11
-62.0,-100.0,-63.0,-100.0,-100.0,-100.0,-57.0,-43,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78,-100.0,-100.0,-100,-100.0,-100.0,-84,-100.0,-100.0,-100.0,-100.0,6
-49.0,-100.0,-74.0,-100.0,-100.0,-100.0,-53.0,-56,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-75.0,-100.0,-63.0,-100.0,-56.0,-100.0,-100.0,-46,-100.0,-47.0,-100,-100.0,-49.0,-48,-72.0,-100.0,-100.0,-82.0,10
-54.0,-100.0,-73.0,-100.0,-100.0,-100.0,-57.0,-69,-100.0,-100.0,-100,-100.0,-100.0,-100,-75.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-47,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69,-80.0,-76.0,-75,-60.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-79.0,-100.0,-59.0,-100.0,-100.0,-48,-100.0,-56.0,-55,-100.0,-57.0,-57,-70.0,-100.0,-100.0,-100.0,10
-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-58,-100.0,-69.0,-69,-100.0,-100.0,-100,-74.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100.0,-100,-100.0,-100.0,-100,-58.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-65.0,-100.0,-100.0,-71.0,-100.0,-50,-100.0,-63.0,-100,-48.0,-62.0,-100,-100.0,-100.0,-100.0,-100.0,7
-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-59,-100.0,-100.0,-73,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-88,-100.0,-100.0,-81,-100.0,-100.0,-100.0,-100.0,6
-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-52,-100.0,-100.0,-100,-100.0,-100.0,-73,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-46,-100.0,-100.0,-69,-100.0,-67.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-71.0,-61.0,-100.0,-73.0,-100.0,-100.0,-53,-100.0,-100.0,-100,-47.0,-100.0,-72,-100.0,-100.0,-100.0,-100.0,4
-100.0,-65.0,-68.0,-100.0,-100.0,-44.0,-100.0,-66,-57.0,-100.0,-100,-45.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-56,-100.0,-37.0,-39,-100.0,-35.0,-36,-100.0,-100.0,-100.0,-64.0,11
-72.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-60.0,-61,-100.0,-59.0,-60,-100.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-52,-100.0,-43.0,-43,-61.0,-44.0,-45,-62.0,-100.0,-100.0,-100.0,11
-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-49,-100.0,-100.0,-100,-100.0,-100.0,-100,-63.0,-100.0,-100.0,-100.0,9
-69.0,-100.0,-76.0,-100.0,-63.0,-100.0,-100.0,-44,-100.0,-55.0,-51,-100.0,-52.0,-52,-100.0,-100.0,-100.0,-100.0,10
-100.0,-65.0,-61.0,-100.0,-100.0,-57.0,-100.0,-72,-72.0,-73.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,4
-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-53,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-82,-100.0,-100.0,-78,-81.0,-100.0,-100.0,-100.0,6
-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-59,-100.0,-100.0,-100,-100.0,-100.0,-100,-61.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-57,-100.0,-51.0,-45,-64.0,-50.0,-52,-100.0,-100.0,-100.0,-74.0,11
-100.0,-70.0,-69.0,-100.0,-76.0,-100.0,-100.0,-72,-100.0,-100.0,-100,-100.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-56,-100.0,-100.0,-75,-100.0,-100.0,-100,-71.0,-100.0,-100.0,-100.0,13
-100.0,-74.0,-68.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-100,-100.0,-64.0,-64,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-68.0,-100.0,-59.0,-100.0,-100.0,-46,-100.0,-54.0,-53,-100.0,-52.0,-53,-60.0,-100.0,-100.0,-100.0,10
-100.0,-64.0,-65.0,-100.0,-72.0,-54.0,-100.0,-62,-65.0,-100.0,-100,-44.0,-100.0,-75,-100.0,-82.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-54,-100.0,-100.0,-48,-100.0,-49.0,-100,-75.0,-100.0,-100.0,-72.0,11
-100.0,-67.0,-70.0,-100.0,-100.0,-54.0,-100.0,-62,-100.0,-71.0,-71,-100.0,-74.0,-71,-100.0,-100.0,-100.0,-100.0,4
-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-55,-100.0,-100.0,-100,-100.0,-100.0,-100,-74.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-64.0,-100.0,-100.0,-69.0,-100.0,-56,-100.0,-68.0,-100,-52.0,-68.0,-66,-68.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-63,-100.0,-48.0,-45,-100.0,-100.0,-46,-100.0,-100.0,-100.0,-72.0,11
-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-60,-100.0,-53.0,-54,-73.0,-80.0,-53,-100.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79,-100.0,-100.0,-100,-100.0,-82.0,-80,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60,-100.0,-70.0,-71,-57.0,-100.0,-73,-100.0,-100.0,-100.0,-100.0,6
-75.0,-100.0,-88.0,-100.0,-80.0,-100.0,-100.0,-51,-100.0,-100.0,-52,-100.0,-56.0,-100,-64.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-62.0,-100.0,-100.0,-66.0,-80.0,-50,-72.0,-100.0,-69,-100.0,-69.0,-100,-100.0,-100.0,-100.0,-100.0,7
-100.0,-62.0,-72.0,-100.0,-100.0,-100.0,-100.0,-62,-61.0,-74.0,-100,-38.0,-73.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-66.0,-62.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-61.0,-63,-100.0,-64.0,-64,-70.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-55,-100.0,-56.0,-53,-68.0,-100.0,-50,-100.0,-100.0,-100.0,-100.0,11
-79.0,-100.0,-64.0,-100.0,-100.0,-64.0,-100.0,-47,-100.0,-65.0,-100,-44.0,-69.0,-69,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100,-100.0,-71.0,-70,-67.0,-100.0,-100.0,-100.0,7
-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.0,-54,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-54.0,-100.0,-75.0,-49.0,-100.0,-61,-100.0,-100.0,-72,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-72.0,-66.0,-100.0,-100.0,-100.0,-100.0,-46,-100.0,-64.0,-64,-100.0,-62.0,-62,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-64.0,-100.0,-51.0,-100.0,-100.0,-50,-100.0,-46.0,-48,-100.0,-46.0,-49,-73.0,-100.0,-100.0,-84.0,10
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60,-100.0,-35.0,-36,-100.0,-37.0,-37,-70.0,-100.0,-100.0,-64.0,11
-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100.0,-100,-100.0,-68.0,-100,-68.0,-100.0,-100.0,-100.0,9
-66.0,-100.0,-71.0,-100.0,-100.0,-100.0,-68.0,-51,-100.0,-100.0,-100,-100.0,-100.0,-69,-75.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-58,-100.0,-100.0,-100,-100.0,-100.0,-72,-69.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-52,-100.0,-46.0,-50,-100.0,-47.0,-51,-72.0,-100.0,-100.0,-76.0,11
-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-57,-74.0,-100.0,-100,-57.0,-100.0,-69,-76.0,-86.0,-100.0,-100.0,6
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-62.0,-61,-100.0,-63.0,-100,-68.0,-100.0,-100.0,-100.0,9
-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-100,-100.0,-100.0,-70,-73.0,-100.0,-100.0,-100.0,12
-100.0,-66.0,-100.0,-100.0,-100.0,-51.0,-100.0,-66,-100.0,-71.0,-69,-43.0,-72.0,-70,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-64.0,-51,-100.0,-100.0,-100,-100.0,-62.0,-100,-66.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68,-100.0,-100.0,-100,-100.0,-82.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-81.0,-71.0,-100.0,-100.0,-100.0,-100.0,-71,-100.0,-79.0,-100,-100.0,-80.0,-100,-100.0,-100.0,-100.0,-100.0,6
-73.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-51,-100.0,-55.0,-53,-100.0,-56.0,-55,-100.0,-100.0,-100.0,-100.0,10
-74.0,-100.0,-65.0,-100.0,-63.0,-100.0,-100.0,-47,-100.0,-53.0,-51,-62.0,-54.0,-56,-71.0,-100.0,-100.0,-100.0,10
-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-49,-100.0,-100.0,-100,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100.0,12
-100.0,-64.0,-67.0,-100.0,-100.0,-49.0,-100.0,-70,-69.0,-100.0,-100,-43.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,4
